taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Helophorus|glacialis|Villa,COUN001562|7555,species,species,HYDROPHILIDAE,Helophorus,7555,44.713333,3.0883334,sequences,12111,11834,11972.5,277,12000,24
Helophorus|tuberculatus|Gyll.,COUN001138|5294,species,species,HYDROPHILIDAE,Helophorus,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Hydrobius|fuscipes|agg.,COUN001138|5294,species,species,HYDROPHILIDAE,Hydrobius,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Hydrochara|caraboides|(L.),COUN000021|2767,species,species,HYDROPHILIDAE,Hydrochara,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Hygrotus|inaequalis|(F.),COUN001562|7556,species,species,DYTISCIDAE,Hygrotus,7556,44.713333,3.0883334,sequences,11936,11426,11681,510,12000,24
Ilybius|fuliginosus|(F.),COUN000021|2767,species,species,DYTISCIDAE,Ilybius,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Lesteva|longoelytrata|(Goeze),COUN001138|5294,species,species,STAPHYLINIDAE,Lesteva,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Lesteva|longoelytrata|(Goeze),COUN001562|7556,species,species,STAPHYLINIDAE,Lesteva,7556,44.713333,3.0883334,sequences,11936,11426,11681,510,12000,24
Limnebius|truncatellus|(Thun.),COUN000747|3511,species,species,HYDRAENIDAE,Limnebius,3511,44.057777,7.457222,sequences,11673,11427,11550,246,12000,24
Limnius|volckmari|(Panz.),COUN001562|7555,species,species,DRYOPIDAE,Limnius,7555,44.713333,3.0883334,sequences,12111,11834,11972.5,277,12000,24
Lomechusoides|strumosa|(F.),COUN001562|7556,species,species,STAPHYLINIDAE,Lomechusoides,7556,44.713333,3.0883334,sequences,11936,11426,11681,510,12000,24
Macroplea|appendiculata|(Panz.),COUN001562|7556,species,species,CHRYSOMELIDAE,Macroplea,7556,44.713333,3.0883334,sequences,11936,11426,11681,510,12000,24
Normandia|nitens|(P. Müller),COUN001562|7556,species,species,DRYOPIDAE,Normandia,7556,44.713333,3.0883334,sequences,11936,11426,11681,510,12000,24
Olophrum|consimile|(Gyll.),COUN001138|5294,species,species,STAPHYLINIDAE,Olophrum,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Opatrum|sabulosum|(L.),COUN000021|2767,species,species,TENEBRIONIDAE,Opatrum,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|laevigatus|(F.),COUN000021|2767,species,species,CURCULIONIDAE,Otiorhynchus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|ligustici|(L.),COUN000021|2767,species,species,CURCULIONIDAE,Otiorhynchus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|mastix|(Ol.),COUN000021|2767,species,species,CURCULIONIDAE,Otiorhynchus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|nodosus|(Müll.),COUN000021|2767,species,species,CURCULIONIDAE,Otiorhynchus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|raucus|(F.),COUN000021|2767,species,species,CURCULIONIDAE,Otiorhynchus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Otiorhynchus|varius|Bohe.,COUN001138|5294,species,species,CURCULIONIDAE,Otiorhynchus,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Pterostichus|diligens|(Sturm),COUN000021|2767,species,species,CARABIDAE,Pterostichus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Pterostichus|diligens|(Sturm),COUN001138|5294,species,species,CARABIDAE,Pterostichus,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Quedius|punctatellus|(Heer),COUN001138|5294,species,species,STAPHYLINIDAE,Quedius,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Rhinoncus|pericarpius|(L.),COUN000021|2767,species,species,CURCULIONIDAE,Rhinoncus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Serica|brunna|(L.),COUN001562|7556,species,species,SCARABAEIDAE,Serica,7556,44.71333,3.088333,sequences,11936,11426,11681,510,12000,24
Silpha|carinata|Hbst.,COUN000021|2767,species,species,SILPHIDAE,Silpha,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Sphenophorus|abbreviatus|(F.),COUN000021|2767,species,species,CURCULIONIDAE,Sphenophorus,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Stomodes|gyrosicollis|(Bohe.),COUN000021|2767,species,species,CURCULIONIDAE,Stomodes,2767,47.3333,16.2167,sequences,12500,11500,12000,1000,12000,24
Tachinus|rufipes|(L.),COUN001562|7555,species,species,STAPHYLINIDAE,Tachinus,7555,44.71333,3.088333,sequences,12111,11834,11972.5,277,12000,24
Tachyporus|hypnorum|(F.),COUN001562|7555,species,species,STAPHYLINIDAE,Tachyporus,7555,44.71333,3.088333,sequences,12111,11834,11972.5,277,12000,24
Tetartopaeus|terminatus|(Grav.),COUN001138|5294,species,species,STAPHYLINIDAE,Tetartopaeus,5294,44.78361,6.288611,sequences,11964,11628,11796,336,12000,24
Agabus|arcticus|(Payk.),COUN001562|7554,species,species,DYTISCIDAE,Agabus,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Agabus|bipustulatus|(L.),COUN000747|3513,species,species,DYTISCIDAE,Agabus,3513,44.057777,7.457222,sequences,12194,11987,12090.5,207,12500,25
Aphodius|abdominalis|Bonelli,COUN000747|3514,species,species,SCARABAEIDAE,Aphodius,3514,44.057777,7.457222,sequences,12601,12395,12498,206,12500,25
Aphodius|abdominalis|Bonelli,COUN001138|5293,species,species,SCARABAEIDAE,Aphodius,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Aphodius|abdominalis|Bonelli,COUN001562|7554,species,species,SCARABAEIDAE,Aphodius,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Bembidion|bipunctatum|(L.),COUN001562|7554,species,species,CARABIDAE,Bembidion,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Calathus|melanocephalus|(L.),COUN001138|5293,species,species,CARABIDAE,Calathus,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Eucnecosum|brachypterum|(Grav.),COUN001562|7554,species,species,STAPHYLINIDAE,Eucnecosum,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Euheptaulacus|carinatus|(Germ.),COUN000747|3514,species,species,SCARABAEIDAE,Euheptaulacus,3514,44.057777,7.457222,sequences,12601,12395,12498,206,12500,25
Euheptaulacus|carinatus|(Germ.),COUN001138|5293,species,species,SCARABAEIDAE,Euheptaulacus,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Haliplus|fulvus|(F.),COUN001562|7554,species,species,HALIPLIDAE,Haliplus,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Helophorus|glacialis|Villa,COUN000747|3514,species,species,HYDROPHILIDAE,Helophorus,3514,44.057777,7.457222,sequences,12601,12395,12498,206,12500,25
Helophorus|glacialis|Villa,COUN001138|5293,species,species,HYDROPHILIDAE,Helophorus,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Helophorus|glacialis|Villa,COUN001562|7554,species,species,HYDROPHILIDAE,Helophorus,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Hydrobius|fuscipes|agg.,COUN001138|5293,species,species,HYDROPHILIDAE,Hydrobius,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Lesteva|longoelytrata|(Goeze),COUN001138|5293,species,species,STAPHYLINIDAE,Lesteva,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Limnebius|truncatellus|(Thun.),COUN000747|3514,species,species,HYDRAENIDAE,Limnebius,3514,44.057777,7.457222,sequences,12601,12395,12498,206,12500,25
Normandia|nitens|(P. Müller),COUN001562|7554,species,species,DRYOPIDAE,Normandia,7554,44.713333,3.0883334,sequences,12378,12126,12252,252,12500,25
Ochthebius|granulatus|Muls.,COUN000747|3513,species,species,HYDRAENIDAE,Ochthebius,3513,44.057777,7.457222,sequences,12194,11987,12090.5,207,12500,25
Olophrum|consimile|(Gyll.),COUN001138|5293,species,species,STAPHYLINIDAE,Olophrum,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Otiorhynchus|varius|Bohe.,COUN001138|5293,species,species,CURCULIONIDAE,Otiorhynchus,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Tetartopaeus|terminatus|(Grav.),COUN001138|5293,species,species,STAPHYLINIDAE,Tetartopaeus,5293,44.78361,6.288611,sequences,12570,12238,12404,332,12500,25
Acidota|crenata|(F.),COUN000501|2462,species,species,STAPHYLINIDAE,Acidota,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Actenicerus|sjaelandicus|(Müll.),COUN000501|2462,species,species,ELATERIDAE,Actenicerus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Acupalpus|maculatus|(Schaum),COUN000501|2462,species,species,CARABIDAE,Acupalpus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Agabus|bipustulatus|(L.),COUN000747|3515,species,species,DYTISCIDAE,Agabus,3515,44.057777,7.457222,sequences,12839,12626,12732.5,213,13000,26
Agabus|bipustulatus|(L.),COUN001562|7553,species,species,DYTISCIDAE,Agabus,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Agabus|guttatus|(Payk.),COUN000501|2462,species,species,DYTISCIDAE,Agabus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Agonum|viduum|(Panz.),COUN000501|2462,species,species,CARABIDAE,Agonum,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Anthonomus|phyllocola|(Hbst.),COUN000501|2462,species,species,CURCULIONIDAE,Anthonomus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Anthophagus|alpinus|(Payk.),COUN000501|2462,species,species,STAPHYLINIDAE,Anthophagus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Aphodius|abdominalis|Bonelli,COUN000501|2462,species,species,SCARABAEIDAE,Aphodius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Aphodius|abdominalis|Bonelli,COUN000747|3516,species,species,SCARABAEIDAE,Aphodius,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Aphodius|abdominalis|Bonelli,COUN001138|5292,species,species,SCARABAEIDAE,Aphodius,5292,44.78361,6.288611,sequences,12997,12629,12813,368,13000,26
Aphodius|abdominalis|Bonelli,COUN001562|7549,species,species,SCARABAEIDAE,Aphodius,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Aphodius|abdominalis|Bonelli,COUN001562|7550,species,species,SCARABAEIDAE,Aphodius,7550,44.713333,3.0883334,sequences,12589,12412,12500.5,177,13000,26
Aphodius|abdominalis|Bonelli,COUN001562|7552,species,species,SCARABAEIDAE,Aphodius,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Aphodius|abdominalis|Bonelli,COUN001562|7553,species,species,SCARABAEIDAE,Aphodius,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Aphodius|haemorrhoidalis|(L.),COUN001562|7551,species,species,SCARABAEIDAE,Aphodius,7551,44.713333,3.0883334,sequences,12677,12539,12608,138,13000,26
Aphodius|obscurus|(F.),COUN000501|2462,species,species,SCARABAEIDAE,Aphodius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Arpedium|quadrum|(Grav.),COUN000501|2462,species,species,STAPHYLINIDAE,Arpedium,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Berosus|luridus|(L.),COUN000501|2462,species,species,HYDROPHILIDAE,Berosus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Brachyderes|incanus|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Brachyderes,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Bromius|obscurus|(L.),COUN000501|2462,species,species,CHRYSOMELIDAE,Bromius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Bromius|obscurus|(L.),COUN001138|5292,species,species,CHRYSOMELIDAE,Bromius,5292,44.78361,6.288611,sequences,12997,12629,12813,368,13000,26
Calathus|melanocephalus|(L.),COUN000501|2462,species,species,CARABIDAE,Calathus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Cardiophorus|ruficollis|(L.),COUN000501|2462,species,species,ELATERIDAE,Cardiophorus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Chaetocnema|angustula|(Rosen.),COUN000501|2462,species,species,CHRYSOMELIDAE,Chaetocnema,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Chaetocnema|hortensis|(Geoff.),COUN000501|2462,species,species,CHRYSOMELIDAE,Chaetocnema,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Cicindela|campestris|L.,COUN000501|2462,species,species,CARABIDAE,Cicindela,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Coccinella|septempunctata|L.,COUN000501|2462,species,species,COCCINELLIDAE,Coccinella,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Coccinella|septempunctata|L.,COUN000747|3515,species,species,COCCINELLIDAE,Coccinella,3515,44.057777,7.457222,sequences,12839,12626,12732.5,213,13000,26
Colymbetes|fuscus|(L.),COUN001562|7549,species,species,DYTISCIDAE,Colymbetes,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Cryptobium|fracticorne|(Payk.),COUN000501|2462,species,species,STAPHYLINIDAE,Cryptobium,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Cryptocephalus|violaceus|Laich.,COUN000501|2462,species,species,CHRYSOMELIDAE,Cryptocephalus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Cyphocleonus|trisulcatus|(Hbst.),COUN000501|2462,species,species,CURCULIONIDAE,Cyphocleonus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Dalopius|marginatus|(L.),COUN000501|2462,species,species,ELATERIDAE,Dalopius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Denticollis|linearis|(L.),COUN000501|2462,species,species,ELATERIDAE,Denticollis,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Dianous|coerulescens|(Gyll.),COUN000501|2462,species,species,STAPHYLINIDAE,Dianous,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Dolichosoma|lineare|(Rossi),COUN001562|7549,species,species,MELYRIDAE,Dolichosoma,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Donacia|obscura|Gyll.,COUN000501|2462,species,species,CHRYSOMELIDAE,Donacia,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Donacia|versicolorea|(Brahm),COUN000501|2462,species,species,CHRYSOMELIDAE,Donacia,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Dromius|agilis|(F.),COUN000501|2462,species,species,CARABIDAE,Dromius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Dromius|fenestratus|(F.),COUN000501|2462,species,species,CARABIDAE,Dromius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Enicmus|brevicornis|(Mann.),COUN000747|3516,species,species,LATRIDIIDAE,Enicmus,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Enochrus|fuscipennis|(Thoms.),COUN000501|2462,species,species,HYDROPHILIDAE,Enochrus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Esolus|angustatus|(P. Müller),COUN000501|2462,species,species,DRYOPIDAE,Esolus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Esolus|parallelepipedus|(P. Müller),COUN001562|7549,species,species,DRYOPIDAE,Esolus,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Eucnecosum|brachypterum|(Grav.),COUN001562|7552,species,species,STAPHYLINIDAE,Eucnecosum,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Eucnecosum|brachypterum|(Grav.),COUN001562|7553,species,species,STAPHYLINIDAE,Eucnecosum,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Haliplus|fulvus|(F.),COUN000501|2462,species,species,HALIPLIDAE,Haliplus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Haliplus|fulvus|(F.),COUN001562|7552,species,species,HALIPLIDAE,Haliplus,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Helophorus|glacialis|Villa,COUN000501|2462,species,species,HYDROPHILIDAE,Helophorus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Helophorus|glacialis|Villa,COUN000747|3516,species,species,HYDROPHILIDAE,Helophorus,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Helophorus|glacialis|Villa,COUN001138|5292,species,species,HYDROPHILIDAE,Helophorus,5292,44.78361,6.288611,sequences,12997,12629,12813,368,13000,26
Helophorus|glacialis|Villa,COUN001562|7550,species,species,HYDROPHILIDAE,Helophorus,7550,44.713333,3.0883334,sequences,12589,12412,12500.5,177,13000,26
Helophorus|glacialis|Villa,COUN001562|7552,species,species,HYDROPHILIDAE,Helophorus,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Helophorus|glacialis|Villa,COUN001562|7553,species,species,HYDROPHILIDAE,Helophorus,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Helophorus|schmidti|Villa,COUN001562|7553,species,species,HYDROPHILIDAE,Helophorus,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Hippodamia|tredecimpunctata|(L.),COUN001562|7552,species,species,COCCINELLIDAE,Hippodamia,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Hippodamia|variegata|(Goeze),COUN000501|2462,species,species,COCCINELLIDAE,Hippodamia,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hispella|atra|(L.),COUN001562|7549,species,species,CHRYSOMELIDAE,Hispella,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Hydrobius|fuscipes|agg.,COUN001138|5292,species,species,HYDROPHILIDAE,Hydrobius,5292,44.78361,6.288611,sequences,12997,12629,12813,368,13000,26
Hygrotus|inaequalis|(F.),COUN001138|5292,species,species,DYTISCIDAE,Hygrotus,5292,44.78361,6.288611,sequences,12997,12629,12813,368,13000,26
Hylastes|angustatus|(Hbst.),COUN000501|2462,species,species,SCOLYTIDAE,Hylastes,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hylastes|ater|(Payk.),COUN000501|2462,species,species,SCOLYTIDAE,Hylastes,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hylastes|attenuatus|Er.,COUN000501|2462,species,species,SCOLYTIDAE,Hylastes,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hylastes|opacus|Er.,COUN000501|2462,species,species,SCOLYTIDAE,Hylastes,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hylobius|abietis|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Hylobius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hyperaspis|campestris|(Hbst),COUN000501|2462,species,species,COCCINELLIDAE,Hyperaspis,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Hyperaspis|erythrocephala|(F.),COUN000747|3516,species,species,COCCINELLIDAE,Hyperaspis,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Ips|acuminatus|(Gyll.),COUN000501|2462,species,species,SCOLYTIDAE,Ips,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Limnebius|truncatellus|(Thun.),COUN000747|3516,species,species,HYDRAENIDAE,Limnebius,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Limnius|volckmari|(Panz.),COUN000501|2462,species,species,DRYOPIDAE,Limnius,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Limnius|volckmari|(Panz.),COUN001562|7549,species,species,DRYOPIDAE,Limnius,7549,44.713333,3.0883334,sequences,13039,12746,12892.5,293,13000,26
Limnius|volckmari|(Panz.),COUN001562|7552,species,species,DRYOPIDAE,Limnius,7552,44.713333,3.0883334,sequences,12797,12650,12723.5,147,13000,26
Macrinus|dimorphus|Abeille de Perr.,COUN000501|2462,species,species,MALACHIIDAE,Macrinus,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Macroplea|appendiculata|(Panz.),COUN001562|7550,species,species,CHRYSOMELIDAE,Macroplea,7550,44.713333,3.0883334,sequences,12589,12412,12500.5,177,13000,26
Macroplea|appendiculata|(Panz.),COUN001562|7551,species,species,CHRYSOMELIDAE,Macroplea,7551,44.713333,3.0883334,sequences,12677,12539,12608,138,13000,26
Macroplea|appendiculata|(Panz.),COUN001562|7553,species,species,CHRYSOMELIDAE,Macroplea,7553,44.713333,3.0883334,sequences,12933,12741,12837,192,13000,26
Mantura|mathewsi|(Curtis),COUN000501|2462,species,species,CHRYSOMELIDAE,Mantura,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Olophrum|consimile|(Gyll.),COUN000501|2462,species,species,STAPHYLINIDAE,Olophrum,2462,43.033333,0.3,sequences,12947,12701,12824,246,13000,26
Olophrum|consimile|(Gyll.),COUN000747|3516,species,species,STAPHYLINIDAE,Olophrum,3516,44.057777,7.457222,sequences,13086,12854,12970,232,13000,26
Olophrum|piceum|(Gyll.),COUN000501|2462,species,species,STAPHYLINIDAE,Olophrum,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Omalium|excavatum|Steph.,COUN000501|2462,species,species,STAPHYLINIDAE,Omalium,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Oreina|alpestris|(Schummel),COUN000501|2462,species,species,CHRYSOMELIDAE,Oreina,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Oreina|cacaliae|(Schrank),COUN000501|2462,species,species,CHRYSOMELIDAE,Oreina,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Oreodytes|davisii|(Curtis),COUN000501|2462,species,species,DYTISCIDAE,Oreodytes,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Oreodytes|sanmarkii|(Sahl.),COUN000501|2462,species,species,DYTISCIDAE,Oreodytes,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Orobitis|cyaneus|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Orobitis,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Orthotomicus|laricis|(F.),COUN000501|2462,species,species,SCOLYTIDAE,Orthotomicus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Otiorhynchus|arcticus|(O. Fabricius),COUN000501|2462,species,species,CURCULIONIDAE,Otiorhynchus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Otiorhynchus|ovatus|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Otiorhynchus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Otiorhynchus|singularis|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Otiorhynchus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Oxystoma|craccae|(L.),COUN000501|2462,species,species,CURCULIONIDAE,Oxystoma,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Philorinum|sordidum|(Steph.),COUN001562|7549,species,species,STAPHYLINIDAE,Philorinum,7549,44.71333,3.088333,sequences,13039,12746,12892.5,293,13000,26
Phyllotreta|procera|(Redt.),COUN001562|7551,species,species,CHRYSOMELIDAE,Phyllotreta,7551,44.71333,3.088333,sequences,12677,12539,12608,138,13000,26
Pityophthorus|lichtensteini|(Ratz.),COUN000501|2462,species,species,SCOLYTIDAE,Pityophthorus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Platystethus|capito|Heer,COUN000501|2462,species,species,STAPHYLINIDAE,Platystethus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Prosternon|tessellatum|(L.),COUN000501|2462,species,species,ELATERIDAE,Prosternon,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Pselaphus|heisei|Hbst.,COUN000501|2462,species,species,PSELAPHIDAE,Pselaphus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Pterostichus|pumilio|(Dej.),COUN000501|2462,species,species,CARABIDAE,Pterostichus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Pterostichus|strenuus|(Panz.),COUN000501|2462,species,species,CARABIDAE,Pterostichus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Pytho|depressus|(L.),COUN000501|2462,species,species,PYTHIDAE,Pytho,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Quedius|mandli|Bernh.,COUN000501|2462,species,species,STAPHYLINIDAE,Quedius,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Rhinoncus|castor|(F.),COUN000501|2462,species,species,CURCULIONIDAE,Rhinoncus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Rhizophagus|ferrugineus|(Payk.),COUN000501|2462,species,species,RHIZOPHAGIDAE,Rhizophagus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Rhyncolus|sculpturatus|Waltl,COUN000501|2462,species,species,CURCULIONIDAE,Rhyncolus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Stictotarsus|griseostriatus|(Deg.),COUN000501|2462,species,species,DYTISCIDAE,Stictotarsus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Stictotarsus|griseostriatus|(Deg.),COUN001562|7552,species,species,DYTISCIDAE,Stictotarsus,7552,44.71333,3.088333,sequences,12797,12650,12723.5,147,13000,26
Stictotarsus|griseostriatus|(Deg.),COUN001562|7553,species,species,DYTISCIDAE,Stictotarsus,7553,44.71333,3.088333,sequences,12933,12741,12837,192,13000,26
Syntomus|truncatellus|(L.),COUN000501|2462,species,species,CARABIDAE,Syntomus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Tachinus|elongatus|Gyll.,COUN001562|7549,species,species,STAPHYLINIDAE,Tachinus,7549,44.71333,3.088333,sequences,13039,12746,12892.5,293,13000,26
Tomicus|piniperda|(L.),COUN000501|2462,species,species,SCOLYTIDAE,Tomicus,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Tropinota|hirta|(Poda),COUN000501|2462,species,species,SCARABAEIDAE,Tropinota,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Xestobium|declive|Dufour,COUN000501|2462,species,species,ANOBIIDAE,Xestobium,2462,43.03333,0.3,sequences,12947,12701,12824,246,13000,26
Agabus|bipustulatus|(L.),COUN000747|3518,species,species,DYTISCIDAE,Agabus,3518,44.057777,7.457222,sequences,13481,13255,13368,226,13500,27
Aphodius|abdominalis|Bonelli,COUN000747|3517,species,species,SCARABAEIDAE,Aphodius,3517,44.057777,7.457222,sequences,13255,13073,13164,182,13500,27
Aphodius|abdominalis|Bonelli,COUN001138|5291,species,species,SCARABAEIDAE,Aphodius,5291,44.78361,6.288611,sequences,13453,13032,13242.5,421,13500,27
Aphodius|abdominalis|Bonelli,COUN001562|7548,species,species,SCARABAEIDAE,Aphodius,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
